Name2,Season,Season_num,PrevSeason_num,Cum_code,Team,Key,Type,Nationality,Overseas_player,WK,Star_player,Active_T20I,Price,Cum_LY_bat_I,Cum_LY_bat_R,Cum_LY_bat_B,Cum_LY_bat_Outs,Cum_LY_bat_Avg,Cum_LY_bat_SR,Cum_LY_bat_4s,Cum_LY_bat_6s,Cum_LY_bat_30plus,Cum_LY_bat_50plus,Cum_LY_bat_100plus,Cum_LY_bowl_I,Cum_LY_bowl_B,Cum_LY_bowl_R,Cum_LY_bowl_W,Cum_LY_bowl_Econ,Cum_LY_bowl_Avg,Cum_LY_bowl_SR,Cum_LY_bowl_4W,Cum_LY_bowl_5W,Cum_LY_bowl_4s,Cum_LY_bowl_6s,Cum_LY_bowl_Dots,Cum_LY_Bat_I,Cum_LY_HardHitter,Cum_LY_Finisher%,Cum_LY_46_scored,Cum_LY_Bat_avg,Cum_LY_50plus_scored,Cum_LY_RBW,Cum_LY_Bowl_I,Cum_LY_Bowl_Econ,Cum_LY_Bowl_Avg,Cum_LY_Bowl _SR,Cum_LY_BW Taker,Cum_LY_bowl_46_conc,Cum_LY_bowl_Dots%,Cum_IPL_agg_bat_I,Cum_IPL_agg_bat_R,Cum_IPL_agg_bat_B,Cum_IPL_agg_bat_Outs,Cum_IPL_agg_bat_Avg,Cum_IPL_agg_bat_SR,Cum_IPL_agg_bat_4s,Cum_IPL_agg_bat_6s,Cum_IPL_agg_bat_30plus,Cum_IPL_agg_bat_50plus,Cum_IPL_agg_bat_100plus,Cum_IPL_agg_bowl_I,Cum_IPL_agg_bowl_B,Cum_IPL_agg_bowl_R,Cum_IPL_agg_bowl_W,Cum_IPL_agg_bowl_Econ,Cum_IPL_agg_bowl_Avg,Cum_IPL_agg_bowl_SR,Cum_IPL_agg_bowl_4W,Cum_IPL_agg_bowl_5W,Cum_IPL_agg_bowl_4s,Cum_IPL_agg_bowl_6s,Cum_IPL_agg_bowl_Dots,Cum_IPL_bat_DM_Bat_I,Cum_IPL_bat_DM_HardHitter,Cum_IPL_bat_DM_Finisher%,Cum_IPL_bat_DM_46_scored,Cum_IPL_bat_DM_Bat_avg,Cum_IPL_bat_DM_50plus_scored,Cum_IPL_bat_DM_RBW,Cum_IPL_bowl_DM_Bowl_I,Cum_IPL_bowl_DM_Bowl_Econ,Cum_IPL_bowl_DM_Bowl_Avg,Cum_IPL_bowl_DM_Bowl _SR,Cum_IPL_bowl_DM_BW Taker,Cum_IPL_bowl_DM_46_conc,Cum_IPL_bowl_DM_Dots%,Weighted_LY_bat_I,Weighted_LY_bat_R,Weighted_LY_bat_B,Weighted_LY_bat_Outs,Weighted_LY_bat_Avg,Weighted_LY_bat_SR,Weighted_LY_bat_4s,Weighted_LY_bat_6s,Weighted_LY_bat_30plus,Weighted_LY_bat_50plus,Weighted_LY_bat_100plus,Weighted_LY_bowl_I,Weighted_LY_bowl_B,Weighted_LY_bowl_R,Weighted_LY_bowl_W,Weighted_LY_bowl_Econ,Weighted_LY_bowl_Avg,Weighted_LY_bowl_SR,Weighted_LY_bowl_4W,Weighted_LY_bowl_5W,Weighted_LY_bowl_4s,Weighted_LY_bowl_6s,Weighted_LY_bowl_Dots,Weighted_LY_bat_Bat_I,Weighted_LY_bat_HardHitter,Weighted_LY_bat_Finisher%,Weighted_LY_bat_46_scored,Weighted_LY_bat_Bat_avg,Weighted_LY_bat_50plus_scored,Weighted_LY_bat_RBW,Weighted_LY_bowl_Bowl_I,Weighted_LY_bowl_Bowl_Econ,Weighted_LY_bowl_Bowl_Avg,Weighted_LY_bowl_Bowl _SR,Weighted_LY_bowl_BW Taker,Weighted_LY_bowl_46_conc,Weighted_LY_bowl_Dots%
MA Agarwal,2018,11,10,cum10,Kings XI Punjab,,Bat,I,0,0,1,0,156250,3,26,29,3,8.666666667,89.65517241,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.103448276,0,89.65517241,8.666666667,0,0.538461538,0,0,0,0,0,0,0,48,814,692,46,17.69565217,117.6300578,82,33,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.166184971,0.041666667,117.6300578,17.69565217,0.0625,0.499133449,0,0,0,0,0,0,0,42,121.3333333,135.3333333,14,2.888888889,89.65517241,14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.103448276,0.666666667,89.65517241,2.888888889,0,0.538461538,42,0,0,0,0,0,0
Manzoor Dar,2018,11,10,cum10,Kings XI Punjab,,AR,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Mayank Dagar,2018,11,10,cum10,Kings XI Punjab,,AR,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
MK Tiwary,2018,11,10,cum10,Kings XI Punjab,,Bat,I,0,0,0,0,156250,13,324,242,10,32.4,133.8842975,31,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.173553719,0.230769231,133.8842975,32.4,0.153846154,0.67,0,0,0,0,0,0,0,79,1648,1444,56,29.42857143,114.1274238,152,39,24,7,0,5,38,73,1,11.52631579,73,38,0,0,2,7,9,79,0.132271468,0.291139241,114.1274238,29.42857143,0.088607595,0.643256185,5,11.52631579,73,38,0,0.236842105,0.236842105,42,348.9230769,260.6153846,10.76923077,8.307692308,133.8842975,33.38461538,11.84615385,5.384615385,2.153846154,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.173553719,0.743589744,133.8842975,8.307692308,0.051282051,0.67,42,0,0,0,0,0,0
MM Sharma,2018,11,10,cum10,Kings XI Punjab,,Bowl,I,0,0,0,0,375000,7,51,51,6,8.5,100,4,1,0,0,0,14,277,412,13,8.924187726,31.69230769,21.30769231,0,0,38,18,87,7,0.098039216,0.142857143,100,8.5,0,0.630434783,14,8.924187726,31.69230769,21.30769231,0,0.202166065,0.314079422,20,112,104,14,8,107.6923077,8,4,0,0,0,75,1566,2088,83,8,25.15662651,18.86746988,1,0,223,63,584,20,0.115384615,0.3,107.6923077,8,0,0.608695652,75,8,25.15662651,18.86746988,0.012048193,0.182630907,0.372924649,42,102,102,12,2.428571429,100,8,2,0,0,0,42,277,412,13,8.924187726,31.69230769,21.30769231,0,0,38,18,87,42,0.098039216,0.714285714,100,2.428571429,0,0.630434783,42,8.924187726,31.69230769,21.30769231,0,0.202166065,0.314079422
MP Stoinis,2018,11,10,cum10,Kings XI Punjab,,AR,O,1,0,1,0,968750,9,93,89,6,15.5,104.494382,6,3,1,0,0,12,181,272,5,9.016574586,54.4,36.2,0,0,17,10,37,9,0.101123596,0.333333333,104.494382,15.5,0,0.6375,12,9.016574586,54.4,36.2,0,0.149171271,0.20441989,8,163,136,7,23.28571429,119.8529412,14,4,3,1,0,12,209,314,10,9.014354067,31.4,20.9,1,0,30,10,49,8,0.132352941,0.125,119.8529412,23.28571429,0.125,0.703389831,12,9.014354067,31.4,20.9,0.1,0.19138756,0.234449761,42,256.6666667,266,21,6.111111111,96.49122807,16.33333333,7,2.333333333,0,0,42,417.2,632.8,11.6,9.100671141,54.55172414,35.96551724,0,0,38.8,24.8,82,42,0.087719298,0.5,96.49122807,6.111111111,0,0.615384615,42,9.100671141,54.55172414,35.96551724,0,0.152444871,0.196548418
Mujeeb Ur Rahman,2018,11,10,cum10,Kings XI Punjab,,Bowl,O,1,0,1,0,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
P Sahu,2018,11,10,cum10,Kings XI Punjab,,Bowl,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,13,1,19,146.1538462,1,1,0,0,0,5,107,152,3,8.523364486,50.66666667,35.66666667,0,0,11,5,24,2,0.153846154,0.5,146.1538462,19,0,0.818181818,5,8.523364486,50.66666667,35.66666667,0,0.14953271,0.224299065,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
R Ashwin,2018,11,10,cum10,Kings XI Punjab,,AR,I,0,0,1,1,1187500,3,46,47,1,46,97.87234043,6,0,1,0,0,14,293,287,19,5.877133106,15.10526316,15.42105263,1,0,14,12,124,3,0.127659574,0.666666667,97.87234043,46,0,0.536585366,14,5.877133106,15.10526316,15.42105263,0.071428571,0.088737201,0.423208191,36,231,246,22,10.5,93.90243902,22,2,0,0,0,108,2359,2552,100,6.490885969,25.52,23.59,1,0,154,90,891,36,0.097560976,0.388888889,93.90243902,10.5,0,0.59009009,108,6.490885969,25.52,23.59,0.01,0.103433658,0.377702416,42,214.6666667,219.3333333,4.666666667,5.111111111,97.87234043,28,0,4.666666667,0,0,42,293,287,19,5.877133106,15.10526316,15.42105263,1,0,14,12,124,42,0.127659574,0.888888889,97.87234043,5.111111111,0,0.536585366,42,5.877133106,15.10526316,15.42105263,0.023809524,0.088737201,0.423208191
Yuvraj Singh,2018,11,10,cum10,Kings XI Punjab,,Bat,I,0,0,1,1,312500,24,446,377,20,22.3,118.3023873,45,18,4,2,0,8,89,100,4,6.741573034,25,22.25,0,0,4,5,31,24,0.167108753,0.166666667,118.3023873,22.3,0.083333333,0.503184713,8,6.741573034,25,22.25,0,0.101123596,0.348314607,116,2591,2050,101,25.65346535,126.3902439,205,141,35,12,0,71,869,1068,36,7.373993096,29.66666667,24.13888889,2,0,56,41,258,116,0.168780488,0.129310345,126.3902439,25.65346535,0.103448276,0.542840376,71,7.373993096,29.66666667,24.13888889,0.055555556,0.111622555,0.29689298,42,529.6503497,442.8111888,23.3006993,12.61072261,119.6108777,54.33566434,20.95104895,4.895104895,2.545454545,0,42,263.6666667,340.6666667,14,7.752212389,24.33333333,18.83333333,0,0,14,21,81.66666667,42,0.170019898,0.445221445,119.6108777,12.61072261,0.060606061,0.507725093,42,7.752212389,24.33333333,18.83333333,0,0.132743363,0.309734513
AD Russell,2018,11,10,cum10,Kolkata Knight Riders,,AR,O,1,0,1,1,1328130,36,674,484,31,21.74193548,139.2561983,46,48,8,1,1,38,824,1053,52,7.667475728,20.25,15.84615385,1,0,87,43,322,36,0.194214876,0.138888889,139.2561983,21.74193548,0.027777778,0.517948718,38,7.667475728,20.25,15.84615385,0.026315789,0.15776699,0.390776699,25,574,350,22,26.09090909,164,48,37,10,3,0,34,651,917,31,8.451612903,29.58064516,21,1,0,91,32,228,25,0.242857143,0.12,164,26.09090909,0.12,0.603773585,34,8.451612903,29.58064516,21,0.032258065,0.188940092,0.350230415,42,494.5,365.75,21.75,11.77380952,135.2016405,34.25,34,5.25,0.5,0.5,42,618.1,817.3666667,37.1,7.934314836,22.03144654,16.66037736,0.466666667,0,64.98333333,38.03333333,241.3833333,42,0.186602871,0.482142857,135.2016405,11.77380952,0.011904762,0.515966387,42,7.934314836,22.03144654,16.66037736,0.011111111,0.166666667,0.390524726
AV Wankhede,2018,11,10,cum10,Kolkata Knight Riders,,Bat,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
CA Lynn,2018,11,10,cum10,Kolkata Knight Riders,,Bat,O,1,0,1,0,1500000,21,949,598,17,55.82352941,158.6956522,66,66,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.220735786,0.19047619,158.6956522,55.82352941,0.428571429,0.620171674,0,0,0,0,0,0,0,12,384,260,10,38.4,147.6923077,31,23,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.207692308,0.166666667,147.6923077,38.4,0.25,0.59223301,0,0,0,0,0,0,0,42,1244,773,23,29.61904762,160.931436,91,85,16,12,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.227684347,0.452380952,160.931436,29.61904762,0.285714286,0.619765494,42,0,0,0,0,0,0
CS Delport,2018,11,10,cum10,Kolkata Knight Riders,,AR,O,1,0,1,0,46880,24,563,437,21,26.80952381,128.8329519,47,26,8,5,0,19,268,344,15,7.701492537,22.93333333,17.86666667,0,0,28,7,77,24,0.167048055,0.125,128.8329519,26.80952381,0.208333333,0.601648352,19,7.701492537,22.93333333,17.86666667,0,0.130597015,0.287313433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,328.4166667,254.9166667,12.25,7.819444444,128.8329519,27.41666667,15.16666667,4.666666667,2.916666667,0,42,197.4736842,253.4736842,11.05263158,7.701492537,22.93333333,17.86666667,0,0,20.63157895,5.157894737,56.73684211,42,0.167048055,0.708333333,128.8329519,7.819444444,0.069444444,0.601648352,42,7.701492537,22.93333333,17.86666667,0,0.130597015,0.287313433
IR Jaggi,2018,11,10,cum10,Kolkata Knight Riders,,Bat,I,0,0,0,0,31250,2,33,40,1,33,82.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.075,0.5,82.5,33,0,0.567567568,0,0,0,0,0,0,0,7,76,100,5,15.2,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.06,0.285714286,76,15.2,0,0.553191489,0,0,0,0,0,0,0,42,231,280,7,5.5,82.5,21,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.075,0.833333333,82.5,5.5,0,0.567567568,42,0,0,0,0,0,0
JPL Scantlebury-Sear,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,O,1,0,1,0,46880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
KD Karthik,2018,11,10,cum10,Kolkata Knight Riders,,WK,I,0,1,1,0,1156250,13,361,268,10,36.1,134.7014925,30,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.152985075,0.230769231,134.7014925,36.1,0.153846154,0.77092511,0,0,0,0,0,0,0,134,2903,2360,117,24.81196581,123.0084746,286,71,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0.151271186,0.126865672,123.0084746,24.81196581,0.104477612,0.665501747,0,0,0,0,0,0,0,42,388.7692308,288.6153846,10.76923077,9.256410256,134.7014925,32.30769231,11.84615385,7.538461538,2.153846154,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.152985075,0.743589744,134.7014925,9.256410256,0.051282051,0.77092511,42,0,0,0,0,0,0
KL Nagarkoti,2018,11,10,cum10,Kolkata Knight Riders,,AR,I,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Kuldeep Yadav,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,I,0,0,1,0,906250,2,20,22,2,10,90.90909091,2,0,0,0,0,11,250,345,12,8.28,28.75,20.83333333,0,0,17,18,74,2,0.090909091,0,90.90909091,10,0,0.6,11,8.28,28.75,20.83333333,0,0.14,0.296,2,20,22,2,10,90.90909091,2,0,0,0,0,14,324,447,18,8.277777778,24.83333333,18,0,0,22,24,102,2,0.090909091,0,90.90909091,10,0,0.6,14,8.277777778,24.83333333,18,0,0.141975309,0.314814815,42,140,154,14,3.333333333,90.90909091,14,0,0,0,0,42,318.1818182,439.0909091,15.27272727,8.28,28.75,20.83333333,0,0,21.63636364,22.90909091,94.18181818,42,0.090909091,0.666666667,90.90909091,3.333333333,0,0.6,42,8.28,28.75,20.83333333,0,0.14,0.296
M Prasidh Krishna,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,I,0,0,1,0,15620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
MA Starc,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,O,1,0,1,1,1468750,0,0,0,0,0,0,0,0,0,0,0,2,51,69,4,8.117647059,17.25,12.75,0,0,7,0,16,0,0,0,0,0,0,0,2,8.117647059,17.25,12.75,0,0.137254902,0.31372549,11,96,98,7,13.71428571,97.95918367,10,0,0,0,0,26,612,725,34,7.107843137,21.32352941,18,1,0,77,8,232,11,0.102040816,0.363636364,97.95918367,13.71428571,0,0.636363636,26,7.107843137,21.32352941,18,0.029411765,0.138888889,0.379084967,42,0,0,0,0,0,0,0,0,0,0,42,357,483,28,8.117647059,17.25,12.75,0,0,49,0,112,42,0,1,0,0,0,0,42,8.117647059,17.25,12.75,0,0.137254902,0.31372549
MG Johnson,2018,11,10,cum10,Kolkata Knight Riders,,AR,O,1,0,1,0,312500,2,20,17,0,0,117.6470588,1,1,0,0,0,14,336,356,20,6.357142857,17.8,16.8,0,0,39,7,160,2,0.117647059,1,117.6470588,0,0,0.666666667,14,6.357142857,17.8,16.8,0,0.136904762,0.476190476,26,151,157,13,11.61538462,96.17834395,8,7,0,0,0,48,1168,1522,60,7.818493151,25.36666667,19.46666667,0,0,175,43,491,26,0.095541401,0.5,96.17834395,11.61538462,0,0.542253521,48,7.818493151,25.36666667,19.46666667,0,0.186643836,0.420376712,42,140,119,0,3.333333333,117.6470588,7,7,0,0,0,42,678.2222222,736.7111111,39.82222222,6.517431193,18.5,17.03125,0,0,80.57777778,14.62222222,317.3333333,42,0.117647059,1,117.6470588,3.333333333,0,0.666666667,42,6.517431193,18.5,17.03125,0,0.140366972,0.467889908
N Rana,2018,11,10,cum10,Kolkata Knight Riders,,AR,I,0,0,1,0,531250,12,333,277,11,30.27272727,120.2166065,24,17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.14801444,0.083333333,120.2166065,30.27272727,0.25,0.572033898,0,0,0,0,0,0,0,15,437,355,14,31.21428571,123.0985915,31,25,6,4,0,1,6,3,0,3,0,0,0,0,0,0,3,15,0.157746479,0.066666667,123.0985915,31.21428571,0.266666667,0.545150502,1,3,0,0,0,0,0.5,42,388.5,323.1666667,12.83333333,9.25,120.2166065,28,19.83333333,5.833333333,3.5,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.14801444,0.694444444,120.2166065,9.25,0.083333333,0.572033898,42,0,0,0,0,0,0
PP Chawla,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,I,0,0,0,0,656250,1,2,6,1,2,33.33333333,0,0,0,0,0,6,122,179,6,8.803278689,29.83333333,20.33333333,0,0,13,9,36,1,0,0,33.33333333,2,0,0.333333333,6,8.803278689,29.83333333,20.33333333,0,0.180327869,0.295081967,65,515,467,42,12.26190476,110.2783726,49,15,0,0,0,128,2594,3315,126,7.66769468,26.30952381,20.58730159,2,0,228,135,910,65,0.137044968,0.353846154,110.2783726,12.26190476,0,0.568238213,128,7.66769468,26.30952381,20.58730159,0.015873016,0.139938319,0.350809561,42,28,84,14,0.666666667,33.33333333,0,0,0,0,0,42,284.6666667,417.6666667,14,8.803278689,29.83333333,20.33333333,0,0,30.33333333,21,84,42,0,0.666666667,33.33333333,0.666666667,0,0.333333333,42,8.803278689,29.83333333,20.33333333,0,0.180327869,0.295081967
R Vinay Kumar,2018,11,10,cum10,Kolkata Knight Riders,,Bowl,I,0,0,0,0,156250,0,0,0,0,0,0,0,0,0,0,0,1,20,31,2,9.3,15.5,10,0,0,3,1,6,0,0,0,0,0,0,0,1,9.3,15.5,10,0,0.2,0.3,41,304,285,28,10.85714286,106.6666667,20,9,0,0,0,102,2161,2976,103,8.262841277,28.89320388,20.98058252,1,0,291,94,755,41,0.101754386,0.317073171,106.6666667,10.85714286,0,0.6640625,102,8.262841277,28.89320388,20.98058252,0.009708738,0.17815826,0.349375289,42,0,0,0,0,0,0,0,0,0,0,42,280,434,28,9.3,15.5,10,0,0,42,14,84,42,0,1,0,0,0,0,42,9.3,15.5,10,0,0.2,0.3
RK Singh,2018,11,10,cum10,Kolkata Knight Riders,,Bat,I,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
RV Uthappa,2018,11,10,cum10,Kolkata Knight Riders,,WK,I,0,1,1,0,1000000,13,388,239,13,29.84615385,162.3430962,36,21,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.238493724,0,162.3430962,29.84615385,0.384615385,0.648351648,0,0,0,0,0,0,0,143,3778,2960,128,29.515625,127.6351351,377,125,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0.169594595,0.104895105,127.6351351,29.515625,0.153846154,0.618388934,0,0,0,0,0,0,0,42,417.8461538,257.3846154,14,9.948717949,162.3430962,38.76923077,22.61538462,5.384615385,5.384615385,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.238493724,0.666666667,162.3430962,9.948717949,0.128205128,0.648351648,42,0,0,0,0,0,0
Shivam Mavi,2018,11,10,cum10,Kolkata Knight Riders,,AR,I,0,0,0,0,468750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Shubman Gill,2018,11,10,cum10,Kolkata Knight Riders,,Bat,I,0,0,1,0,281250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
SP Narine,2018,11,10,cum10,Kolkata Knight Riders,,AR,O,1,0,1,1,1953130,33,447,288,27,16.55555556,155.2083333,49,27,5,1,0,44,1060,1195,44,6.764150943,27.15909091,24.09090909,0,0,84,36,404,33,0.263888889,0.181818182,155.2083333,16.55555556,0.03030303,0.419811321,44,6.764150943,27.15909091,24.09090909,0,0.113207547,0.381132075,30,271,193,20,13.55,140.4145078,36,12,4,1,0,81,1956,2085,95,6.395705521,21.94736842,20.58947368,7,1,158,59,817,30,0.248704663,0.333333333,140.4145078,13.55,0.033333333,0.379310345,81,6.395705521,21.94736842,20.58947368,0.073684211,0.110940695,0.417689162,42,570.7916667,382.625,32.83333333,13.59027778,149.1778286,62.29166667,32.45833333,8.666666667,1,0,42,981.5866667,1199.333333,28.37333333,7.330987924,42.26973684,34.59539474,0,0,85.86666667,40.04,343.5133333,42,0.247631493,0.218253968,149.1778286,13.59027778,0.023809524,0.440729483,42,7.330987924,42.26973684,34.59539474,0,0.128268518,0.349957212
A Dananjaya,2018,11,10,cum10,Mumbai Indians,,Bowl,O,1,0,1,0,78130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
AP Tare,2018,11,10,cum10,Mumbai Indians,,WK,I,0,1,0,0,31250,3,18,25,3,6,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.12,0,72,6,0,0.272727273,0,0,0,0,0,0,0,27,339,285,24,14.125,118.9473684,40,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.178947368,0.111111111,118.9473684,14.125,0.037037037,0.482905983,0,0,0,0,0,0,0,42,84,116.6666667,14,2,72,14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.12,0.666666667,72,2,0,0.272727273,42,0,0,0,0,0,0
AS Roy,2018,11,10,cum10,Mumbai Indians,,AR,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
