Name2,Season,Season_num,PrevSeason_num,Cum_code,Team,Key,Type,Nationality,Overseas_player,WK,Star_player,Active_T20I,Price,Cum_LY_bat_I,Cum_LY_bat_R,Cum_LY_bat_B,Cum_LY_bat_Outs,Cum_LY_bat_Avg,Cum_LY_bat_SR,Cum_LY_bat_4s,Cum_LY_bat_6s,Cum_LY_bat_30plus,Cum_LY_bat_50plus,Cum_LY_bat_100plus,Cum_LY_bowl_I,Cum_LY_bowl_B,Cum_LY_bowl_R,Cum_LY_bowl_W,Cum_LY_bowl_Econ,Cum_LY_bowl_Avg,Cum_LY_bowl_SR,Cum_LY_bowl_4W,Cum_LY_bowl_5W,Cum_LY_bowl_4s,Cum_LY_bowl_6s,Cum_LY_bowl_Dots,Cum_LY_Bat_I,Cum_LY_HardHitter,Cum_LY_Finisher%,Cum_LY_46_scored,Cum_LY_Bat_avg,Cum_LY_50plus_scored,Cum_LY_RBW,Cum_LY_Bowl_I,Cum_LY_Bowl_Econ,Cum_LY_Bowl_Avg,Cum_LY_Bowl _SR,Cum_LY_BW Taker,Cum_LY_bowl_46_conc,Cum_LY_bowl_Dots%,Cum_IPL_agg_bat_I,Cum_IPL_agg_bat_R,Cum_IPL_agg_bat_B,Cum_IPL_agg_bat_Outs,Cum_IPL_agg_bat_Avg,Cum_IPL_agg_bat_SR,Cum_IPL_agg_bat_4s,Cum_IPL_agg_bat_6s,Cum_IPL_agg_bat_30plus,Cum_IPL_agg_bat_50plus,Cum_IPL_agg_bat_100plus,Cum_IPL_agg_bowl_I,Cum_IPL_agg_bowl_B,Cum_IPL_agg_bowl_R,Cum_IPL_agg_bowl_W,Cum_IPL_agg_bowl_Econ,Cum_IPL_agg_bowl_Avg,Cum_IPL_agg_bowl_SR,Cum_IPL_agg_bowl_4W,Cum_IPL_agg_bowl_5W,Cum_IPL_agg_bowl_4s,Cum_IPL_agg_bowl_6s,Cum_IPL_agg_bowl_Dots,Cum_IPL_bat_DM_Bat_I,Cum_IPL_bat_DM_HardHitter,Cum_IPL_bat_DM_Finisher%,Cum_IPL_bat_DM_46_scored,Cum_IPL_bat_DM_Bat_avg,Cum_IPL_bat_DM_50plus_scored,Cum_IPL_bat_DM_RBW,Cum_IPL_bowl_DM_Bowl_I,Cum_IPL_bowl_DM_Bowl_Econ,Cum_IPL_bowl_DM_Bowl_Avg,Cum_IPL_bowl_DM_Bowl _SR,Cum_IPL_bowl_DM_BW Taker,Cum_IPL_bowl_DM_46_conc,Cum_IPL_bowl_DM_Dots%,Weighted_LY_bat_I,Weighted_LY_bat_R,Weighted_LY_bat_B,Weighted_LY_bat_Outs,Weighted_LY_bat_Avg,Weighted_LY_bat_SR,Weighted_LY_bat_4s,Weighted_LY_bat_6s,Weighted_LY_bat_30plus,Weighted_LY_bat_50plus,Weighted_LY_bat_100plus,Weighted_LY_bowl_I,Weighted_LY_bowl_B,Weighted_LY_bowl_R,Weighted_LY_bowl_W,Weighted_LY_bowl_Econ,Weighted_LY_bowl_Avg,Weighted_LY_bowl_SR,Weighted_LY_bowl_4W,Weighted_LY_bowl_5W,Weighted_LY_bowl_4s,Weighted_LY_bowl_6s,Weighted_LY_bowl_Dots,Weighted_LY_bat_Bat_I,Weighted_LY_bat_HardHitter,Weighted_LY_bat_Finisher%,Weighted_LY_bat_46_scored,Weighted_LY_bat_Bat_avg,Weighted_LY_bat_50plus_scored,Weighted_LY_bat_RBW,Weighted_LY_bowl_Bowl_I,Weighted_LY_bowl_Bowl_Econ,Weighted_LY_bowl_Bowl_Avg,Weighted_LY_bowl_Bowl _SR,Weighted_LY_bowl_BW Taker,Weighted_LY_bowl_46_conc,Weighted_LY_bowl_Dots%
BCJ Cutting,2018,11,10,cum10,Mumbai Indians,,AR,O,1,0,1,0,343750,9,130,82,8,16.25,158.5365854,12,5,1,0,0,13,295,479,10,9.742372881,47.9,29.5,0,0,35,19,60,9,0.207317073,0.111111111,158.5365854,16.25,0,0.8,13,9.742372881,47.9,29.5,0,0.183050847,0.203389831,8,124,70,5,24.8,177.1428571,9,10,1,0,0,9,171,234,7,8.210526316,33.42857143,24.42857143,0,0,22,8,52,8,0.271428571,0.375,177.1428571,24.8,0,0.549019608,9,8.210526316,33.42857143,24.42857143,0,0.175438596,0.304093567,42,422.3333333,254.3333333,23.33333333,10.05555556,166.0550459,39.66666667,18.66666667,2.333333333,0,0,42,612.5,984.2777778,17.5,9.641904762,56.24444444,35,0,0,73.88888889,41.22222222,132.2222222,42,0.229357798,0.444444444,166.0550459,10.05555556,0,0.773809524,42,9.641904762,56.24444444,35,0,0.187936508,0.215873016
E Lewis,2018,11,10,cum10,Mumbai Indians,,Bat,O,1,0,1,1,593750,15,435,273,15,29,159.3406593,33,32,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.238095238,0,159.3406593,29,0.266666667,0.533653846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,764.4,483,28,18.2,158.2608696,54.6,57.4,8.4,7,2.8,42,0,0,0,0,0,0,0,0,0,0,0,42,0.231884058,0.333333333,158.2608696,18.2,0.166666667,0.543396226,42,0,0,0,0,0,0
HH Pandya,2018,11,10,cum10,Mumbai Indians,,AR,I,0,0,1,1,1718750,26,350,254,17,20.58823529,137.7952756,18,25,3,0,0,28,422,540,18,7.677725118,30,23.44444444,0,0,44,18,142,26,0.169291339,0.346153846,137.7952756,20.58823529,0,0.606635071,28,7.677725118,30,23.44444444,0,0.146919431,0.336492891,33,406,306,19,21.36842105,132.6797386,24,28,3,1,0,31,375,552,10,8.832,55.2,37.5,0,0,51,18,103,33,0.169934641,0.424242424,132.6797386,21.36842105,0.03030303,0.559055118,31,8.832,55.2,37.5,0,0.184,0.274666667,42,358.75,265.3,20.125,8.541666667,135.2242744,19.425,24.5,3.15,0,0,42,417.1282051,535.4461538,17.66153846,7.701893287,30.31707317,23.61788618,0,0,43.65128205,17.66153846,138.9948718,42,0.165567282,0.520833333,135.2242744,8.541666667,0,0.605533597,42,7.701893287,30.31707317,23.61788618,0,0.146987952,0.333218589
Ishan Kishan,2018,11,10,cum10,Mumbai Indians,,WK,I,0,1,1,0,968750,10,277,214,10,27.7,129.4392523,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.196261682,0,129.4392523,27.7,0.1,0.48255814,0,0,0,0,0,0,0,15,319,255,15,21.26666667,125.0980392,34,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.184313725,0,125.0980392,21.26666667,0.066666667,0.504807692,0,0,0,0,0,0,0,42,387.8,299.6,14,9.233333333,129.4392523,40.6,18.2,7,1.4,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.196261682,0.666666667,129.4392523,9.233333333,0.033333333,0.48255814,42,0,0,0,0,0,0
JJ Bumrah,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,1,1,1093750,3,16,14,2,8,114.2857143,0,1,0,0,0,37,846,952,47,6.75177305,20.25531915,18,0,0,83,24,348,3,0.071428571,0.333333333,114.2857143,8,0,0.769230769,37,6.75177305,20.25531915,18,0,0.126477541,0.411347518,6,25,27,2,12.5,92.59259259,1,1,0,0,0,47,1084,1433,46,7.931734317,31.15217391,23.56521739,0,0,123,45,364,6,0.074074074,0.666666667,92.59259259,12.5,0,0.6,47,7.931734317,31.15217391,23.56521739,0,0.15498155,0.335793358,42,112,112,21,2.666666667,100,0,7,0,0,0,42,641.7083333,729.4583333,35.5,6.820466203,20.54812207,18.07629108,0,0,62.83333333,17.875,257.8333333,42,0.0625,0.5,100,2.666666667,0,0.666666667,42,6.820466203,20.54812207,18.07629108,0,0.125771054,0.401792091
JP Behrendorff,2018,11,10,cum10,Mumbai Indians,,Bowl,O,1,0,1,0,234380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
JP Duminy,2018,11,10,cum10,Mumbai Indians,,Bat,O,1,0,1,1,156250,8,168,123,4,42,136.5853659,11,7,1,1,0,4,42,89,1,12.71428571,89,42,0,0,3,7,5,8,0.146341463,0.5,136.5853659,42,0.125,0.780952381,4,12.71428571,89,42,0,0.238095238,0.119047619,73,1993,1634,50,39.86,121.9706242,123,78,27,14,0,47,683,811,23,7.124450952,35.26086957,29.69565217,1,0,50,30,228,73,0.123011016,0.315068493,121.9706242,39.86,0.191780822,0.720865318,47,7.124450952,35.26086957,29.69565217,0.043478261,0.117130307,0.333821376,42,492,402,8,11.71428571,122.3880597,34,14,2,2,0,42,147,311.5,3.5,12.71428571,89,42,0,0,10.5,24.5,17.5,42,0.119402985,0.80952381,122.3880597,11.71428571,0.047619048,0.768361582,42,12.71428571,89,42,0,0.238095238,0.119047619
KA Pollard,2018,11,10,cum10,Mumbai Indians,,AR,O,1,0,1,1,843750,45,939,676,37,25.37837838,138.9053254,60,53,10,3,0,19,305,452,15,8.891803279,30.13333333,20.33333333,0,0,29,18,69,45,0.167159763,0.177777778,138.9053254,25.37837838,0.066666667,0.676731794,19,8.891803279,30.13333333,20.33333333,0,0.154098361,0.226229508,112,2353,1674,82,28.69512195,140.5615293,158,148,26,12,0,81,1276,1785,56,8.393416928,31.875,22.78571429,1,0,139,63,327,112,0.182795699,0.267857143,140.5615293,28.69512195,0.107142857,0.608918129,81,8.393416928,31.875,22.78571429,0.017857143,0.15830721,0.256269592,42,835.8583333,637.4666667,34.53333333,19.90138889,131.1218887,49.525,44.275,7,2.625,0,42,620.375,1058.75,19.25,10.23977433,55,32.22727273,0,0,56.875,61.25,97.125,42,0.147144949,0.177777778,131.1218887,19.90138889,0.0625,0.68444206,42,10.23977433,55,32.22727273,0,0.190409027,0.156558533
KH Pandya,2018,11,10,cum10,Mumbai Indians,,AR,I,0,0,1,0,1375000,11,243,186,7,34.71428571,130.6451613,24,7,4,0,0,13,246,280,10,6.829268293,28,24.6,0,0,18,7,73,11,0.166666667,0.363636364,130.6451613,34.71428571,0,0.677419355,13,6.829268293,28,24.6,0,0.101626016,0.296747967,19,480,313,13,36.92307692,153.3546326,46,20,7,1,0,24,440,518,16,7.063636364,32.375,27.5,0,0,33,13,126,19,0.21086262,0.315789474,153.3546326,36.92307692,0.052631579,0.712550607,24,7.063636364,32.375,27.5,0,0.104545455,0.286363636,42,309.2727273,236.7272727,8.909090909,7.363636364,130.6451613,30.54545455,8.909090909,5.090909091,0,0,42,264.9230769,301.5384615,10.76923077,6.829268293,28,24.6,0,0,19.38461538,7.538461538,78.61538462,42,0.166666667,0.787878788,130.6451613,7.363636364,0,0.677419355,42,6.829268293,28,24.6,0,0.101626016,0.296747967
M Markande,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
MD Nidheesh,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
MJ McClenaghan,2018,11,10,cum10,Mumbai Indians,,Bowl,O,1,0,1,1,50000,9,28,24,6,4.666666667,116.6666667,1,2,0,0,0,20,464,680,29,8.793103448,23.44827586,16,1,0,73,23,160,9,0.125,0.333333333,116.6666667,4.666666667,0,0.571428571,20,8.793103448,23.44827586,16,0.05,0.206896552,0.344827586,12,63,45,8,7.875,140,2,6,0,0,0,40,982,1356,54,8.285132383,25.11111111,18.18518519,1,0,139,51,365,12,0.177777778,0.333333333,140,7.875,0,0.513513514,40,8.285132383,25.11111111,18.18518519,0.018518519,0.193482688,0.371690428,42,128.8,100.8,25.2,3.066666667,127.7777778,7,9.8,0,0,0,42,947,1380,75,8.743400211,18.4,12.62666667,7,0,159,34,332.5,42,0.166666667,0.4,127.7777778,3.066666667,0,0.5,42,8.743400211,18.4,12.62666667,0.166666667,0.203801478,0.351108765
Mohsin Khan,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Mustafizur Rahman,2018,11,10,cum10,Mumbai Indians,,Bowl,O,1,0,1,1,343750,2,6,7,2,3,85.71428571,0,1,0,0,0,11,261,306,17,7.034482759,18,15.35294118,2,1,21,12,101,2,0.142857143,0,85.71428571,3,0,0,11,7.034482759,18,15.35294118,0.181818182,0.126436782,0.38697318,0,0,0,0,0,0,0,0,0,0,0,17,393,461,17,7.038167939,27.11764706,23.11764706,0,0,35,12,140,0,0,0,0,0,0,0,17,7.038167939,27.11764706,23.11764706,0,0.119592875,0.356234097,42,42,49,14,1,85.71428571,0,7,0,0,0,42,901.25,1261.75,50.75,8.4,24.86206897,17.75862069,8.75,1.75,89.25,61.25,308,42,0.142857143,0.666666667,85.71428571,1,0,0,42,8.4,24.86206897,17.75862069,0.208333333,0.166990291,0.341747573
PJ Cummins,2018,11,10,cum10,Mumbai Indians,,AR,O,1,0,1,1,843750,14,211,155,9,23.44444444,136.1290323,13,12,3,0,0,19,458,646,23,8.462882096,28.08695652,19.91304348,0,0,66,16,145,14,0.161290323,0.357142857,136.1290323,23.44444444,0,0.669230769,19,8.462882096,28.08695652,19.91304348,0,0.179039301,0.316593886,9,77,56,6,12.83333333,137.5,5,4,0,0,0,16,379,525,17,8.311345646,30.88235294,22.29411765,0,0,47,16,118,9,0.160714286,0.333333333,137.5,12.83333333,0,0.70212766,16,8.311345646,30.88235294,22.29411765,0,0.166226913,0.311345646,42,447.4166667,330.1666667,18.08333333,10.65277778,135.5123675,27.41666667,25.66666667,7,0,0,42,1011.5,1398.833333,47.83333333,8.297577855,29.24390244,21.14634146,0,0,157.5,26.83333333,357,42,0.160777385,0.569444444,135.5123675,10.65277778,0,0.663157895,42,8.297577855,29.24390244,21.14634146,0,0.182237601,0.352941176
PJ Sangwan,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,0,0,234380,3,2,4,2,1,50,0,0,0,0,0,5,110,183,5,9.981818182,36.6,22,0,0,25,7,44,3,0,0.333333333,50,1,0,0.5,5,9.981818182,36.6,22,0,0.290909091,0.4,12,24,36,6,4,66.66666667,1,0,0,0,0,38,837,1181,35,8.465949821,33.74285714,23.91428571,0,0,114,43,294,12,0.027777778,0.5,66.66666667,4,0,0.571428571,38,8.465949821,33.74285714,23.91428571,0,0.187574671,0.35125448,42,9.333333333,18.66666667,9.333333333,0.222222222,50,0,0,0,0,0,42,308,512.4,14,9.981818182,36.6,22,0,0,70,19.6,123.2,42,0,0.777777778,50,0.222222222,0,0.5,42,9.981818182,36.6,22,0,0.290909091,0.4
RD Chahar,2018,11,10,cum10,Mumbai Indians,,Bowl,I,0,0,0,0,296880,1,3,2,0,0,150,0,0,0,0,0,2,46,59,2,7.695652174,29.5,23,0,0,4,3,16,1,0,1,150,0,0,1.5,2,7.695652174,29.5,23,0,0.152173913,0.347826087,1,3,2,0,0,150,0,0,0,0,0,2,46,59,2,7.695652174,29.5,23,0,0,4,3,16,1,0,1,150,0,0,1.5,2,7.695652174,29.5,23,0,0.152173913,0.347826087,42,42,28,0,1,150,0,0,0,0,0,42,322,413,14,7.695652174,29.5,23,0,0,28,21,112,42,0,1,150,1,0,1.5,42,7.695652174,29.5,23,0,0.152173913,0.347826087
RG Sharma,2018,11,10,cum10,Mumbai Indians,,Bat,I,0,0,1,1,2343750,31,687,555,28,24.53571429,123.7837838,62,24,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.154954955,0.096774194,123.7837838,24.53571429,0.161290323,0.628997868,0,0,0,0,0,0,0,153,4207,3274,129,32.6124031,128.4972511,354,173,59,33,1,30,342,449,15,7.877192982,29.93333333,22.8,1,0,27,14,88,153,0.16096518,0.156862745,128.4972511,32.6124031,0.215686275,0.63815071,30,7.877192982,29.93333333,22.8,0.066666667,0.119883041,0.257309942,42,621.775,501.7833333,25.31666667,14.80416667,123.9130435,56.05833333,21.875,8.166666667,4.491666667,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.155312718,0.397222222,123.9130435,14.80416667,0.106944444,0.628268648,42,0,0,0,0,0,0
SA Yadav,2018,11,10,cum10,Mumbai Indians,,Bat,I,0,0,0,0,500000,7,105,89,6,17.5,117.9775281,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.123595506,0.142857143,117.9775281,17.5,0,0.705128205,0,0,0,0,0,0,0,42,608,479,29,20.96551724,126.9311065,54,21,6,1,0,1,6,8,0,8,0,0,0,0,1,0,2,42,0.1565762,0.30952381,126.9311065,20.96551724,0.023809524,0.658415842,1,8,0,0,0,0.166666667,0.333333333,42,210,178,12,5,117.9775281,16,6,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.123595506,0.714285714,117.9775281,5,0,0.705128205,42,0,0,0,0,0,0
SD Lad,2018,11,10,cum10,Mumbai Indians,,Bat,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
SR Lumba,2018,11,10,cum10,Mumbai Indians,,Bat,I,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
SS Tiwary,2018,11,10,cum10,Mumbai Indians,,Bat,I,0,0,0,0,125000,1,52,46,1,52,113.0434783,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.195652174,0,113.0434783,52,1,0.432432432,0,0,0,0,0,0,0,64,1276,1111,45,28.35555556,114.8514851,93,45,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.124212421,0.296875,114.8514851,28.35555556,0.109375,0.651593011,0,0,0,0,0,0,0,42,728,644,14,17.33333333,113.0434783,126,0,14,14,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.195652174,0.666666667,113.0434783,17.33333333,0.333333333,0.432432432,42,0,0,0,0,0,0
Tajinder Singh,2018,11,10,cum10,Mumbai Indians,,AR,I,0,0,0,0,85940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
AM Rahane,2018,11,10,cum10,Rajasthan Royals,,Bat,I,0,0,1,1,625000,23,484,428,20,24.2,113.0841121,43,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.121495327,0.130434783,113.0841121,24.2,0.086956522,0.686170213,0,0,0,0,0,0,0,105,3057,2602,91,33.59340659,117.4865488,320,60,43,26,1,1,6,5,1,5,5,6,0,0,0,0,2,105,0.146041507,0.133333333,117.4865488,33.59340659,0.247619048,0.637713771,1,5,5,6,0,0,0.333333333,42,538.25,487,23.125,12.81547619,110.523614,46.625,7.875,8.125,1.75,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.111909651,0.449404762,110.523614,12.81547619,0.041666667,0.704046243,42,0,0,0,0,0,0
Ankit Sharma,2018,11,10,cum10,Rajasthan Royals,,AR,I,0,0,0,0,31250,1,25,16,1,25,156.25,2,1,0,0,0,1,6,16,0,16,0,0,0,0,2,1,1,1,0.1875,0,156.25,25,0,0.846153846,1,16,0,0,0,0.5,0.166666667,10,87,69,7,12.42857143,126.0869565,7,4,1,0,0,20,369,442,12,7.18699187,36.83333333,30.75,0,0,26,18,136,10,0.15942029,0.3,126.0869565,12.42857143,0,0.603448276,20,7.18699187,36.83333333,30.75,0,0.119241192,0.368563686,42,350,224,14,8.333333333,156.25,28,14,0,0,0,42,84,224,0,16,0,0,0,0,28,14,14,42,0.1875,0.666666667,156.25,8.333333333,0,0.846153846,42,16,0,0,0,0.5,0.166666667
Anureet Singh,2018,11,10,cum10,Rajasthan Royals,,Bowl,I,0,0,0,0,46880,1,15,12,1,15,125,2,0,0,0,0,1,12,26,0,13,0,0,0,0,5,0,2,1,0.166666667,0,125,15,0,0.7,1,13,0,0,0,0.416666667,0.166666667,7,33,43,4,8.25,76.74418605,2,1,0,0,0,19,406,594,17,8.778325123,34.94117647,23.88235294,0,0,61,21,135,7,0.069767442,0.428571429,76.74418605,8.25,0,0.475,19,8.778325123,34.94117647,23.88235294,0,0.201970443,0.332512315,42,210,168,14,5,125,28,0,0,0,0,42,168,364,0,13,0,0,0,0,70,0,28,42,0.166666667,0.666666667,125,5,0,0.7,42,13,0,0,0,0.416666667,0.166666667
AV Birla,2018,11,10,cum10,Rajasthan Royals,,AR,I,0,0,0,0,46880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
B Laughlin,2018,11,10,cum10,Rajasthan Royals,,Bowl,O,1,0,1,0,78130,1,0,1,2,0,0,0,0,0,0,0,7,134,142,9,6.358208955,15.77777778,14.88888889,0,0,8,4,53,1,0,-1,0,0,0,0,7,6.358208955,15.77777778,14.88888889,0,0.089552239,0.395522388,2,4,9,1,4,44.44444444,0,0,0,0,0,2,45,72,1,9.6,72,45,0,0,7,2,9,2,0,0.5,44.44444444,4,0,0.444444444,2,9.6,72,45,0,0.2,0.2,42,0,14,28,0,0,0,0,0,0,0,42,268,284,18,6.358208955,15.77777778,14.88888889,0,0,16,8,106,42,0,0.333333333,0,0,0,0,42,6.358208955,15.77777778,14.88888889,0,0.089552239,0.395522388
BA Stokes,2018,11,10,cum10,Rajasthan Royals,,AR,O,1,0,1,1,1953130,26,525,380,24,21.875,138.1578947,42,24,6,3,1,24,527,678,19,7.719165085,35.68421053,27.73684211,0,0,63,22,181,26,0.173684211,0.076923077,138.1578947,21.875,0.115384615,0.678343949,24,7.719165085,35.68421053,27.73684211,0,0.161290323,0.34345351,11,316,227,10,31.6,139.2070485,22,15,4,2,1,12,274,327,12,7.160583942,27.25,22.83333333,0,0,30,11,108,11,0.162995595,0.090909091,139.2070485,31.6,0.181818182,0.726315789,12,7.160583942,27.25,22.83333333,0,0.149635036,0.394160584,42,870.8636364,619.5,41.68181818,20.73484848,140.575244,77.95454545,37.22727273,9.863636364,6.045454545,1.272727273,42,614.8333333,791,22.16666667,7.719165085,35.68421053,27.73684211,0,0,73.5,25.66666667,211.1666667,42,0.185927067,0.007575758,140.575244,20.73484848,0.143939394,0.665615142,42,7.719165085,35.68421053,27.73684211,0,0.161290323,0.34345351
DJM Short,2018,11,10,cum10,Rajasthan Royals,,AR,O,1,0,1,0,625000,8,198,122,8,24.75,162.295082,23,9,3,2,0,5,44,87,2,11.86363636,43.5,22,0,0,6,6,9,8,0.262295082,0,162.295082,24.75,0.25,0.577777778,5,11.86363636,43.5,22,0,0.272727273,0.204545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,346.5,213.5,14,8.25,162.295082,40.25,15.75,5.25,3.5,0,42,123.2,243.6,5.6,11.86363636,43.5,22,0,0,16.8,16.8,25.2,42,0.262295082,0.666666667,162.295082,8.25,0.083333333,0.577777778,42,11.86363636,43.5,22,0,0.272727273,0.204545455
DS Kulkarni,2018,11,10,cum10,Rajasthan Royals,,Bowl,I,0,0,0,1,117190,2,2,4,1,2,50,0,0,0,0,0,8,168,234,6,8.357142857,39,28,0,0,27,6,57,2,0,0.5,50,2,0,0.5,8,8.357142857,39,28,0,0.196428571,0.339285714,16,90,101,8,11.25,89.10891089,6,2,0,0,0,72,1485,1918,76,7.749494949,25.23684211,19.53947368,1,0,207,56,600,16,0.079207921,0.5,89.10891089,11.25,0,0.580645161,72,7.749494949,25.23684211,19.53947368,0.013157895,0.177104377,0.404040404,42,28,56,14,0.666666667,50,0,0,0,0,0,42,625.3333333,830.6666667,28,7.970149254,29.66666667,22.33333333,0,0,100.3333333,18.66666667,235.6666667,42,0,0.666666667,50,0.666666667,0,0.5,42,7.970149254,29.66666667,22.33333333,0,0.190298507,0.376865672
IS Sodhi,2018,11,10,cum10,Rajasthan Royals,,Bowl,O,1,0,1,1,69573,2,13,9,0,0,144.4444444,0,1,0,0,0,10,242,248,24,6.148760331,10.33333333,10.08333333,1,1,9,11,92,2,0.111111111,1,144.4444444,0,0,0.875,10,6.148760331,10.33333333,10.08333333,0.1,0.082644628,0.380165289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,91,63,0,2.166666667,144.4444444,0,7,0,0,0,42,670.6666667,682.6666667,72,6.107355865,9.481481481,9.314814815,4.666666667,4.666666667,23.33333333,32.66666667,269.3333333,42,0.111111111,1,144.4444444,2.166666667,0,0.875,42,6.107355865,9.481481481,9.314814815,0.111111111,0.083499006,0.401590457
